,neg,neu,pos
0,0.112,0.888,0.0
1,0.085,0.915,0.0
2,0.0,0.916,0.084
3,0.077,0.923,0.0
4,0.0,1.0,0.0
5,0.0,1.0,0.0
6,0.0,0.802,0.198
7,0.0,0.802,0.198
8,0.0,0.804,0.196
9,0.038,0.797,0.165
10,0.193,0.679,0.129
11,0.0,0.785,0.215
12,0.087,0.913,0.0
13,0.0,1.0,0.0
