,neg,neu,pos
0,0.111,0.889,0.0
1,0.0,0.928,0.072
2,0.049,0.842,0.108
3,0.0,1.0,0.0
4,0.0,1.0,0.0
5,0.0,0.888,0.112
6,0.146,0.767,0.087
7,0.159,0.778,0.063
8,0.0,1.0,0.0
9,0.0,1.0,0.0
10,0.274,0.726,0.0
11,0.0,1.0,0.0
12,0.0,1.0,0.0
13,0.0,0.884,0.116
14,0.0,0.967,0.033
15,0.268,0.732,0.0
16,0.0,1.0,0.0
17,0.0,0.912,0.088
18,0.088,0.842,0.071
19,0.188,0.625,0.188
20,0.0,0.947,0.053
21,0.054,0.946,0.0
