,neg,neu,pos
0,0.118,0.882,0.0
1,0.118,0.882,0.0
2,0.0,0.9,0.1
3,0.061,0.939,0.0
4,0.0,1.0,0.0
5,0.0,1.0,0.0
6,0.0,0.891,0.109
7,0.0,0.867,0.133
8,0.0,0.882,0.118
9,0.028,0.89,0.081
10,0.136,0.782,0.082
11,0.0,0.882,0.118
12,0.08,0.92,0.0
13,0.0,1.0,0.0
