,neg,neu,pos
0,0.063,0.937,0.0
1,0.063,0.937,0.0
2,0.0,0.947,0.053
3,0.031,0.969,0.0
4,0.0,1.0,0.0
5,0.0,1.0,0.0
6,0.0,0.941,0.059
7,0.0,0.928,0.072
8,0.0,0.925,0.075
9,0.025,0.912,0.063
10,0.092,0.863,0.046
11,0.0,0.937,0.063
12,0.042,0.958,0.0
13,0.0,1.0,0.0
