,neg,neu,pos
0,0.255,0.745,0.0
1,0.0,0.834,0.166
2,0.091,0.681,0.228
3,0.0,1.0,0.0
4,0.0,1.0,0.0
5,0.0,0.794,0.206
6,0.263,0.563,0.174
7,0.302,0.589,0.108
8,0.0,1.0,0.0
9,0.0,1.0,0.0
10,0.479,0.521,0.0
11,0.0,1.0,0.0
12,0.0,1.0,0.0
13,0.0,0.846,0.154
14,0.0,0.934,0.066
15,0.46,0.54,0.0
16,0.0,1.0,0.0
17,0.0,0.808,0.192
18,0.179,0.689,0.132
19,0.302,0.397,0.302
20,0.0,0.895,0.105
21,0.086,0.914,0.0
